source,keyword,title,description,full_text,link,pubDate,text_length,label,failure_score,story_score,noise_score,final_score,reason
naver_kin,투잡 후회,직장인투잡 어디 괜찮은곳 있을까요?,... 혹시 여자 직장인 투잡 정보 좀 알 수 있을까요? 직장인투잡 하시는 분 계시면 답변좀 주세요ㅠ 안녕하세요... 야속한 시간만 계속 흘러가더라구요 그래서 시작했는데 해보니 절대 후회할 일이 아니였어요 포스팅으로만 매달 50만원...,직장인투잡 어디 괜찮은곳 있을까요?... 혹시 여자 직장인 투잡 정보 좀 알 수 있을까요? 직장인투잡 하시는 분 계시면 답변좀 주세요ㅠ 안녕하세요... 야속한 시간만 계속 흘러가더라구요 그래서 시작했는데 해보니 절대 후회할 일이 아니였어요 포스팅으로만 매달 50만원...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40613&docId=357955637&qb=7Yis7J6hIO2bhO2ajA==&enc=utf8,,151,unlabeled,4,23,0,27,실패 표현은 있으나 경험담 강도 애매
naver_kin,부업 후회,장안동 집에서할수있는부업,... 재택 부업인거 같아요~~~ 80000만원 초기기용 으로 1건당 72. 000원 수익~~~ 처음에는 이 금액도 부담스러워서 한달을 검색 검색 ~~의심~ 지금은 좀더 일찍 시작하지 못한것이 후회가 되용~~~ 잇님들과 정보 교류도 하면서~~홍보도 하고...,장안동 집에서할수있는부업... 재택 부업인거 같아요~~~ 80000만원 초기기용 으로 1건당 72. 000원 수익~~~ 처음에는 이 금액도 부담스러워서 한달을 검색 검색 ~~의심~ 지금은 좀더 일찍 시작하지 못한것이 후회가 되용~~~ 잇님들과 정보 교류도 하면서~~홍보도 하고...,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=12012505&docId=223488344&qb=67aA7JeFIO2bhO2ajA==&enc=utf8,,157,unlabeled,8,18,0,26,실패 표현은 있으나 경험담 강도 애매
naver_kin,부업 사기,매듭 부업 사기아닌가요?,... 워낙 부업들이 사기가 많아서 주저하게 되네요.. 처음에 몇만원내고 매듭짓는 법 가르쳐준후 일감을 준다고하는데 믿을만한지 모르겠네요.. 다른 부업들도 쉽게 시작했다가 일이 너무 어렵거나 퇴짜놓는경우가 많아서 중간에 포기하는...,매듭 부업 사기아닌가요?... 워낙 부업들이 사기가 많아서 주저하게 되네요.. 처음에 몇만원내고 매듭짓는 법 가르쳐준후 일감을 준다고하는데 믿을만한지 모르겠네요.. 다른 부업들도 쉽게 시작했다가 일이 너무 어렵거나 퇴짜놓는경우가 많아서 중간에 포기하는...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=34233033&qb=67aA7JeFIOyCrOq4sA==&enc=utf8,,143,unlabeled,8,22,0,30,실패 표현은 있으나 경험담 강도 애매
naver_kin,부업 사기,인스타 부업 제태크 사기를 당한 거 같아요.. ㅠㅠ,"... 인스타 부업 제테크에서 100% 보장해준다고 해서 시작하게 되었어요. 200으로 시작해서 했는데 충전금액이... 근데 거기서 저보고 수수료 부분 5, 430, 000원을 더 내라고 하길래 사기인 거 같아서..ㅠㅠ 하면 뭐라도 받을 수...","인스타 부업 제태크 사기를 당한 거 같아요.. ㅠㅠ... 인스타 부업 제테크에서 100% 보장해준다고 해서 시작하게 되었어요. 200으로 시작해서 했는데 충전금액이... 근데 거기서 저보고 수수료 부분 5, 430, 000원을 더 내라고 하길래 사기인 거 같아서..ㅠㅠ 하면 뭐라도 받을 수...",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060402&docId=439439114&qb=67aA7JeFIOyCrOq4sA==&enc=utf8,,165,unlabeled,8,16,0,24,실패 표현은 있으나 경험담 강도 애매
naver_kin,재택부업 사기,온라인 재택부업 알아보고 있어요 초기비용 작은거로...,... 광고만 보면 사기같은데 또 수익인증들 보다보니 그냥 내 손해는 볼게 없으니까 해볼까? 싶어서 해보고 있어요. 블로그로 한달에 70만원만 벌수 있어도 얼마나 좋을까 싶더라고요. 근데 보다보니 알아야할게 꽤나 많습니다.. ㅋㅋ...,온라인 재택부업 알아보고 있어요 초기비용 작은거로...... 광고만 보면 사기같은데 또 수익인증들 보다보니 그냥 내 손해는 볼게 없으니까 해볼까? 싶어서 해보고 있어요. 블로그로 한달에 70만원만 벌수 있어도 얼마나 좋을까 싶더라고요. 근데 보다보니 알아야할게 꽤나 많습니다.. ㅋㅋ...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40613&docId=439807156&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,161,unlabeled,8,17,0,25,실패 표현은 있으나 경험담 강도 애매
naver_kin,부업 사기,재택부업사기 돈을 받고싶어요,"재택부업사기를 당했어요, 구매대행하며 수익을 얻는 구조였죠 처음에는 작은금액이였는데 어느날 단체주문건으로 넘어가며 그때부터 금액이 커지기 시작했습니다, 700만원이라는 돈을 보내고난후 인터넷에 조회를 해보니...","재택부업사기 돈을 받고싶어요 재택부업사기를 당했어요, 구매대행하며 수익을 얻는 구조였죠 처음에는 작은금액이였는데 어느날 단체주문건으로 넘어가며 그때부터 금액이 커지기 시작했습니다, 700만원이라는 돈을 보내고난후 인터넷에 조회를 해보니...",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060402&docId=476616050&qb=67aA7JeFIOyCrOq4sA==&enc=utf8,,134,unlabeled,4,21,0,25,실패 표현은 있으나 경험담 강도 애매
naver_kin,재택부업 사기,재택부업사기 돈을 받고싶어요,"재택부업사기를 당했어요, 구매대행하며 수익을 얻는 구조였죠 처음에는 작은금액이였는데 어느날 단체주문건으로 넘어가며 그때부터 금액이 커지기 시작했습니다, 700만원이라는 돈을 보내고난후 인터넷에 조회를 해보니...","재택부업사기 돈을 받고싶어요 재택부업사기를 당했어요, 구매대행하며 수익을 얻는 구조였죠 처음에는 작은금액이였는데 어느날 단체주문건으로 넘어가며 그때부터 금액이 커지기 시작했습니다, 700만원이라는 돈을 보내고난후 인터넷에 조회를 해보니...",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060402&docId=476616050&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,134,unlabeled,4,21,0,25,실패 표현은 있으나 경험담 강도 애매
naver_kin,부업 적자,자영업 망했다고 하는게 적자는 아닌데 유지만 될...,... 자영업 하시면서 추가 매출 올리고 좋은 재택부업이 있는데 잠깐 소개할게요 빨간펜 교원그룹에서 시작한 사업인데 하루 1시간 핸드폰으로 홍보활동 하시면 되는 일이에요 팀에 가르쳐 주는 대로 따라 하는 쉬운 일...,자영업 망했다고 하는게 적자는 아닌데 유지만 될...... 자영업 하시면서 추가 매출 올리고 좋은 재택부업이 있는데 잠깐 소개할게요 빨간펜 교원그룹에서 시작한 사업인데 하루 1시간 핸드폰으로 홍보활동 하시면 되는 일이에요 팀에 가르쳐 주는 대로 따라 하는 쉬운 일...,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61303&docId=394252786&qb=67aA7JeFIOyggeyekA==&enc=utf8,,150,unlabeled,8,21,0,29,실패 표현은 있으나 경험담 강도 애매
naver_kin,부업 후회,"안녕하세요~부업때문에,",... 이제 한달 시작했는데 ㅋ 엄청 많이 벌었어요 헤헤 그래서 이렇게 소개차 나왔답니다. 한번 제 블로그에 오셔서 구경해보세요!! 후회없는 부업 선택 도와드리겠습니다 좋은 부업거리 찾으셔서 대박 나시길 바래요 화이팅!!,"안녕하세요~부업때문에,... 이제 한달 시작했는데 ㅋ 엄청 많이 벌었어요 헤헤 그래서 이렇게 소개차 나왔답니다. 한번 제 블로그에 오셔서 구경해보세요!! 후회없는 부업 선택 도와드리겠습니다 좋은 부업거리 찾으셔서 대박 나시길 바래요 화이팅!!",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=116164721&qb=67aA7JeFIO2bhO2ajA==&enc=utf8,,135,unlabeled,4,21,0,25,실패 표현은 있으나 경험담 강도 애매
naver_kin,부업 실패,부업 사기,"tevorn 앱 사기 인스타보다가 부업 소개보고 들어갔더니 처음엔 2000원~ 많게는 5천원 씩 주더니 갑자기 우수미션을... 미션 실패 책임 전부 거짓말입니다. 법적 계약도 없고, 실제 플랫폼도 아닙니다. 입금 안 했다고 벌금 손해배상 고소...","부업 사기 tevorn 앱 사기 인스타보다가 부업 소개보고 들어갔더니 처음엔 2000원~ 많게는 5천원 씩 주더니 갑자기 우수미션을... 미션 실패 책임 전부 거짓말입니다. 법적 계약도 없고, 실제 플랫폼도 아닙니다. 입금 안 했다고 벌금 손해배상 고소...",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060402&docId=491180116&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,144,unlabeled,16,9,0,25,실패 표현은 있으나 경험담 강도 애매
